country,number_of_hours,low_upper_band,medium_upper_band
Guyana,24,4383,8860
Haiti,1,155,312
Haiti,2,309,624
Haiti,3,463,936
Haiti,4,618,1248
Haiti,5,772,1560
Haiti,6,926,1872
Haiti,7,1080,2183
Haiti,8,1235,2495
Haiti,9,1389,2807
Haiti,10,1543,3119
Haiti,11,1697,3431
Haiti,12,1852,3743
Haiti,13,2006,4055
Haiti,14,2160,4366
Haiti,15,2314,4678
Haiti,16,2469,4990
Haiti,17,2623,5302
Haiti,18,2777,5614
Haiti,19,2932,5926
Haiti,20,3086,6238
Haiti,21,3240,6549
Haiti,22,3394,6861
Haiti,23,3549,7173
Haiti,24,3703,7485
High-income countries,1,187,378
High-income countries,2,374,755
High-income countries,3,561,1133
High-income countries,4,747,1510
High-income countries,5,934,1887
High-income countries,6,1121,2265
High-income countries,7,1307,2642
High-income countries,8,1494,3020
High-income countries,9,1681,3397
High-income countries,10,1867,3774
High-income countries,11,2054,4152
High-income countries,12,2241,4529
High-income countries,13,2427,4907
High-income countries,14,2614,5284
High-income countries,15,2801,5661
High-income countries,16,2987,6039
High-income countries,17,3174,6416
High-income countries,18,3361,6794
High-income countries,19,3547,7171
High-income countries,20,3734,7548
High-income countries,21,3921,7926
High-income countries,22,4107,8303
High-income countries,23,4294,8680
High-income countries,24,4481,9058
Honduras,1,142,287
Honduras,2,284,574
Honduras,3,426,861
Honduras,4,568,1148
Honduras,5,710,1435
Honduras,6,852,1722
Honduras,7,994,2009
Honduras,8,1136,2295
Honduras,9,1278,2582
Honduras,10,1420,2869
Honduras,11,1561,3156
Honduras,12,1703,3443
Honduras,13,1845,3730
Honduras,14,1987,4017
Honduras,15,2129,4303
Honduras,16,2271,4590
Honduras,17,2413,4877
Honduras,18,2555,5164
Honduras,19,2697,5451
Honduras,20,2839,5738
Honduras,21,2980,6025
Honduras,22,3122,6311
Honduras,23,3264,6598
Honduras,24,3406,6885
Hong Kong,1,1,1
Hong Kong,2,1,2
Hong Kong,3,1,2
Hong Kong,4,2,3
Hong Kong,5,2,4
Hong Kong,6,2,4
Hong Kong,7,3,5
Hong Kong,8,3,5
Hong Kong,9,3,6
Hong Kong,10,3,7
Hong Kong,11,4,7
Hong Kong,12,4,8
Hong Kong,13,4,8
Hong Kong,14,5,9
Hong Kong,15,5,10
Hong Kong,16,5,10
Hong Kong,17,6,11
Hong Kong,18,6,11
Hong Kong,19,6,12
Hong Kong,20,6,13
Hong Kong,21,7,13
Hong Kong,22,7,14
Hong Kong,23,7,14
Hong Kong,24,8,15
Hungary,1,306,618
Hungary,2,611,1236
Hungary,3,917,1853
Hungary,4,1222,2471
Hungary,5,1528,3088
Hungary,6,1833,3706
Hungary,7,2139,4324
Hungary,8,2444,4941
Hungary,9,2750,5559
Hungary,10,3055,6176
Hungary,11,3361,6794
Hungary,12,3666,7412
Hungary,13,3972,8029
Hungary,14,4277,8647
Hungary,15,4583,9264
Hungary,16,4888,9882
Hungary,17,5194,10500
Hungary,18,5499,11117
Hungary,19,5805,11735
Hungary,20,6110,12352
Hungary,21,6416,12970
Hungary,22,6721,13587
Hungary,23,7027,14205
Hungary,24,7332,14823
Iceland,1,0,0
Iceland,2,0,0
Iceland,3,0,0
Iceland,4,0,0
Iceland,5,0,0
Iceland,6,0,0
Iceland,7,0,0
Iceland,8,0,0
Iceland,9,0,0
Iceland,10,0,0
Iceland,11,0,0
Iceland,12,0,0
Iceland,13,0,0
Iceland,14,0,0
Iceland,15,0,0
Iceland,16,0,0
Iceland,17,0,0
Iceland,18,0,0
Iceland,19,0,0
Iceland,20,0,0
Iceland,21,0,0
Iceland,22,0,0
Iceland,23,0,0
Iceland,24,0,0
India,1,245,494
India,2,489,988
India,3,733,1482
India,4,977,1975
India,5,1222,2469
India,6,1466,2963
India,7,1710,3457
India,8,1954,3950
India,9,2199,4444
India,10,2443,4938
India,11,2687,5431
India,12,2931,5925
India,13,3175,6419
India,14,3420,6913
India,15,3664,7406
India,16,3908,7900
India,17,4152,8394
India,18,4397,8888
India,19,4641,9381
India,20,4885,9875
India,21,5129,10369
India,22,5374,10862
India,23,5618,11356
India,24,5862,11850
Indonesia,1,239,483
Indonesia,2,478,966
Indonesia,3,717,1448
Indonesia,4,955,1931
Indonesia,5,1194,2414
Indonesia,6,1433,2896
Indonesia,7,1672,3379
Indonesia,8,1910,3861
Indonesia,9,2149,4344
Indonesia,10,2388,4827
Indonesia,11,2627,5309
Indonesia,12,2865,5792
Indonesia,13,3104,6274
Indonesia,14,3343,6757
Indonesia,15,3581,7240
Indonesia,16,3820,7722
Indonesia,17,4059,8205
Indonesia,18,4298,8688
Indonesia,19,4536,9170
Indonesia,20,4775,9653
Indonesia,21,5014,10135
Indonesia,22,5253,10618
Indonesia,23,5491,11101
Indonesia,24,5730,11583
Iran,1,179,361
Iran,2,357,722
Iran,3,536,1082
Iran,4,714,1443
Iran,5,893,1804
Iran,6,1071,2164
Iran,7,1249,2525
Iran,8,1428,2886
Iran,9,1606,3246
Iran,10,1785,3607
Iran,11,1963,3968
Iran,12,2141,4328
Iran,13,2320,4689
Iran,14,2498,5050
Iran,15,2677,5410
Iran,16,2855,5771
Iran,17,3033,6132
Iran,18,3212,6492
Iran,19,3390,6853
Iran,20,3569,7214
Iran,21,3747,7574
Iran,22,3925,7935
Iran,23,4104,8295
Iran,24,4282,8656
Iraq,1,1,2
Iraq,2,2,4
Iraq,3,3,5
Iraq,4,4,7
Iraq,5,4,8
Iraq,6,5,10
Iraq,7,6,11
Iraq,8,7,13
Iraq,9,7,14
Iraq,10,8,16
Iraq,11,9,18
Iraq,12,10,19
Iraq,13,10,21
Iraq,14,11,22
Iraq,15,12,24
Iraq,16,13,25
Iraq,17,14,27
Iraq,18,14,28
Iraq,19,15,30
Iraq,20,16,32
Iraq,21,17,33
Iraq,22,17,35
Iraq,23,18,36
Iraq,24,19,38
Ireland,1,125,252
Ireland,2,249,503
Ireland,3,373,754
Ireland,4,497,1005
Ireland,5,622,1256
Ireland,6,746,1507
Ireland,7,870,1758
Ireland,8,994,2010
Ireland,9,1119,2261
Ireland,10,1243,2512
Ireland,11,1367,2763
Ireland,12,1491,3014
Ireland,13,1615,3265
Ireland,14,1740,3516
Ireland,15,1864,3768
Ireland,16,1988,4019
Ireland,17,2112,4270
Ireland,18,2237,4521
Ireland,19,2361,4772
Ireland,20,2485,5023
Ireland,21,2609,5274
Ireland,22,2734,5525
Ireland,23,2858,5777
Ireland,24,2982,6028
Israel,1,20,40
Israel,2,40,80
Israel,3,60,120
Israel,4,80,160
Israel,5,99,200
Israel,6,119,240
Israel,7,139,280
Israel,8,159,320
Israel,9,179,360
Israel,10,198,400
Israel,11,218,440
Israel,12,238,480
Israel,13,258,520
Israel,14,277,560
Israel,15,297,600
Israel,16,317,640
Israel,17,337,680
Israel,18,357,720
Israel,19,376,760
Israel,20,396,800
Israel,21,416,840
Israel,22,436,880
Israel,23,455,920
Israel,24,475,960
Italy,1,163,330
Italy,2,326,659
Italy,3,489,989
Italy,4,652,1318
Italy,5,815,1647
Italy,6,978,1977
Italy,7,1141,2306
Italy,8,1304,2636
Italy,9,1467,2965
Italy,10,1630,3294
Italy,11,1793,3624
Italy,12,1956,3953
Italy,13,2119,4283
Italy,14,2282,4612
Italy,15,2445,4941
Italy,16,2607,5271
Italy,17,2770,5600
Italy,18,2933,5930
Italy,19,3096,6259
Italy,20,3259,6588
Italy,21,3422,6918
Italy,22,3585,7247
Italy,23,3748,7576
Italy,24,3911,7906
Jamaica,1,162,328
Jamaica,2,324,655
Jamaica,3,486,982
Jamaica,4,648,1309
Jamaica,5,809,1636
Jamaica,6,971,1963
Jamaica,7,1133,2290
Jamaica,8,1295,2617
Jamaica,9,1457,2944
Jamaica,10,1618,3271
Jamaica,11,1780,3598
Jamaica,12,1942,3925
Jamaica,13,2104,4252
Jamaica,14,2265,4579
Jamaica,15,2427,4906
Jamaica,16,2589,5233
Jamaica,17,2751,5560
Jamaica,18,2913,5887
Jamaica,19,3074,6214
Jamaica,20,3236,6542
Jamaica,21,3398,6869
Jamaica,22,3560,7196
Jamaica,23,3721,7523
Jamaica,24,3883,7850
Japan,1,219,442
Japan,2,437,883
Japan,3,656,1325
Japan,4,874,1766
Japan,5,1092,2208
Japan,6,1311,2649
Japan,7,1529,3090
Japan,8,1747,3532
Japan,9,1966,3973
Japan,10,2184,4415
Japan,11,2402,4856
Japan,12,2621,5297
Japan,13,2839,5739
Japan,14,3057,6180
Japan,15,3276,6622
Japan,16,3494,7063
Japan,17,3712,7504
Japan,18,3931,7946
Japan,19,4149,8387
Japan,20,4367,8829
Japan,21,4586,9270
Japan,22,4804,9711
Japan,23,5023,10153
Japan,24,5241,10594
Jordan,1,171,345
Jordan,2,341,689
Jordan,3,512,1034
Jordan,4,682,1378
Jordan,5,852,1723
Jordan,6,1023,2067
Jordan,7,1193,2411
Jordan,8,1363,2756
Jordan,9,1534,3100
Jordan,10,1704,3445
Jordan,11,1875,3789
Jordan,12,2045,4133
Jordan,13,2215,4478
Jordan,14,2386,4822
Jordan,15,2556,5167
Jordan,16,2726,5511
Jordan,17,2897,5855
Jordan,18,3067,6200
Jordan,19,3237,6544
Jordan,20,3408,6889
Jordan,21,3578,7233
Jordan,22,3749,7578
Jordan,23,3919,7922
Jordan,24,4089,8266
Kazakhstan,1,226,456
Kazakhstan,2,451,912
Kazakhstan,3,677,1367
Kazakhstan,4,902,1823
Kazakhstan,5,1127,2279
Kazakhstan,6,1353,2734
Kazakhstan,7,1578,3190
Kazakhstan,8,1804,3646
Kazakhstan,9,2029,4101
Kazakhstan,10,2254,4557
Kazakhstan,11,2480,5013
Kazakhstan,12,2705,5468
Kazakhstan,13,2931,5924
Kazakhstan,14,3156,6380
Kazakhstan,15,3381,6835
Kazakhstan,16,3607,7291
Kazakhstan,17,3832,7747
Kazakhstan,18,4058,8202
Kazakhstan,19,4283,8658
Kazakhstan,20,4508,9114
Kazakhstan,21,4734,9569
Kazakhstan,22,4959,10025
Kazakhstan,23,5185,10480
Kazakhstan,24,5410,10936
Kenya,1,163,329
Kenya,2,326,658
Kenya,3,489,987
Kenya,4,651,1316
Kenya,5,814,1645
Kenya,6,977,1974
Kenya,7,1140,2303
Kenya,8,1302,2632
Kenya,9,1465,2961
Kenya,10,1628,3290
Kenya,11,1790,3619
Kenya,12,1953,3948
Kenya,13,2116,4277
Kenya,14,2279,4606
Kenya,15,2441,4935
Kenya,16,2604,5264
Kenya,17,2767,5593
Kenya,18,2930,5922
Kenya,19,3092,6251
Kenya,20,3255,6580
Kenya,21,3418,6909
Kenya,22,3580,7238
Kenya,23,3743,7567
Kenya,24,3906,7896
Kiribati,1,178,359
Kiribati,2,356,718
Kiribati,3,533,1077
Kiribati,4,711,1436
Kiribati,5,888,1795
Kiribati,6,1066,2154
Kiribati,7,1244,2513
Kiribati,8,1421,2872
Kiribati,9,1599,3231
Kiribati,10,1776,3590
Kiribati,11,1954,3949
Kiribati,12,2131,4308
Kiribati,13,2309,4667
Kiribati,14,2487,5026
Kiribati,15,2664,5385
Kiribati,16,2842,5744
Kiribati,17,3019,6103
Kiribati,18,3197,6462
Kiribati,19,3375,6821
Kiribati,20,3552,7180
Kiribati,21,3730,7539
Kiribati,22,3907,7898
Kiribati,23,4085,8257
Kiribati,24,4262,8616
Kosovo,1,268,542
Kosovo,2,536,1084
Kosovo,3,804,1626
Kosovo,4,1072,2168
Kosovo,5,1340,2709
Kosovo,6,1608,3251
Kosovo,7,1876,3793
Kosovo,8,2144,4335
Kosovo,9,2412,4876
Kosovo,10,2680,5418
Kosovo,11,2948,5960
Kosovo,12,3216,6502
Kosovo,13,3484,7044
Kosovo,14,3752,7585
Kosovo,15,4020,8127
Kosovo,16,4288,8669
Kosovo,17,4556,9211
Kosovo,18,4824,9752
Kosovo,19,5092,10294
Kosovo,20,5360,10836
Kosovo,21,5628,11378
Kosovo,22,5896,11919
Kosovo,23,6164,12461
Kosovo,24,6432,13003
Kuwait,1,178,359
Kuwait,2,356,718
Kuwait,3,533,1077
Kuwait,4,711,1436
Kuwait,5,888,1795
Kuwait,6,1066,2154
Kuwait,7,1243,2513
Kuwait,8,1421,2871
Kuwait,9,1598,3230
Kuwait,10,1776,3589
Kuwait,11,1953,3948
Kuwait,12,2131,4307
Kuwait,13,2308,4666
Kuwait,14,2486,5025
Kuwait,15,2663,5384
Kuwait,16,2841,5742
Kuwait,17,3018,6101
Kuwait,18,3196,6460
Kuwait,19,3373,6819
Kuwait,20,3551,7178
Kuwait,21,3728,7537
Kuwait,22,3906,7896
Kuwait,23,4083,8254
Kuwait,24,4261,8613
Kyrgyzstan,1,29,59
Kyrgyzstan,2,58,117
Kyrgyzstan,3,87,176
Kyrgyzstan,4,116,234
Kyrgyzstan,5,145,293
Kyrgyzstan,6,174,351
Kyrgyzstan,7,203,410
Kyrgyzstan,8,232,468
Kyrgyzstan,9,261,527
Kyrgyzstan,10,290,585
Kyrgyzstan,11,319,644
Kyrgyzstan,12,348,702
Kyrgyzstan,13,376,761
Kyrgyzstan,14,405,819
Kyrgyzstan,15,434,877
Kyrgyzstan,16,463,936
Kyrgyzstan,17,492,994
Kyrgyzstan,18,521,1053
Kyrgyzstan,19,550,1111
Kyrgyzstan,20,579,1170
Kyrgyzstan,21,608,1228
Kyrgyzstan,22,637,1287
Kyrgyzstan,23,666,1345
Kyrgyzstan,24,695,1404
Laos,1,82,164
Laos,2,163,328
Laos,3,244,492
Laos,4,325,656
Laos,5,406,819
Laos,6,487,983
Laos,7,568,1147
Laos,8,649,1311
Laos,9,730,1475
Laos,10,811,1638
Laos,11,892,1802
Laos,12,973,1966
Laos,13,1054,2130
Laos,14,1135,2294
Laos,15,1216,2457
Laos,16,1297,2621
Laos,17,1378,2785
Laos,18,1459,2949
Laos,19,1540,3113
Laos,20,1621,3276
Laos,21,1702,3440
Laos,22,1783,3604
Laos,23,1864,3768
Laos,24,1945,3932
Latin America and Caribbean (Ember),1,98,198
Latin America and Caribbean (Ember),2,196,396
Latin America and Caribbean (Ember),3,294,594
Latin America and Caribbean (Ember),4,392,791
Latin America and Caribbean (Ember),5,489,989
Latin America and Caribbean (Ember),6,587,1187
Latin America and Caribbean (Ember),7,685,1384
Latin America and Caribbean (Ember),8,783,1582
Latin America and Caribbean (Ember),9,881,1780
Latin America and Caribbean (Ember),10,978,1977
Latin America and Caribbean (Ember),11,1076,2175
Latin America and Caribbean (Ember),12,1174,2373
Latin America and Caribbean (Ember),13,1272,2571
Latin America and Caribbean (Ember),14,1370,2768
Latin America and Caribbean (Ember),15,1467,2966
Latin America and Caribbean (Ember),16,1565,3164
Latin America and Caribbean (Ember),17,1663,3361
Latin America and Caribbean (Ember),18,1761,3559
Latin America and Caribbean (Ember),19,1859,3757
Latin America and Caribbean (Ember),20,1956,3954
Latin America and Caribbean (Ember),21,2054,4152
Latin America and Caribbean (Ember),22,2152,4350
Latin America and Caribbean (Ember),23,2250,4547
Latin America and Caribbean (Ember),24,2348,4745
Latvia,1,80,162
Latvia,2,160,324
Latvia,3,240,486
Latvia,4,320,647
Latvia,5,400,809
Latvia,6,480,971
Latvia,7,560,1132
Latvia,8,640,1294
Latvia,9,720,1456
Latvia,10,800,1617
Latvia,11,880,1779
Latvia,12,960,1941
Latvia,13,1040,2102
Latvia,14,1120,2264
Latvia,15,1200,2426
Latvia,16,1280,2587
Latvia,17,1360,2749
Latvia,18,1440,2911
Latvia,19,1520,3073
Latvia,20,1600,3234
Latvia,21,1680,3396
Latvia,22,1760,3558
Latvia,23,1840,3719
Latvia,24,1920,3881
Lebanon,1,170,343
Lebanon,2,339,685
Lebanon,3,509,1028
Lebanon,4,678,1370
Lebanon,5,848,1713
Lebanon,6,1017,2055
Lebanon,7,1186,2398
Lebanon,8,1356,2740
Lebanon,9,1525,3083
Lebanon,10,1695,3425
Lebanon,11,1864,3768
Lebanon,12,2033,4110
Lebanon,13,2203,4452
Lebanon,14,2372,4795
Lebanon,15,2542,5137
Lebanon,16,2711,5480
Lebanon,17,2880,5822
Lebanon,18,3050,6165
Lebanon,19,3219,6507
Lebanon,20,3389,6850
Lebanon,21,3558,7192
Lebanon,22,3727,7535
Lebanon,23,3897,7877
Lebanon,24,4066,8219
Lesotho,1,0,0
Lesotho,2,0,0
Lesotho,3,0,0
Lesotho,4,0,0
Lesotho,5,0,0
Lesotho,6,0,0
Lesotho,7,0,0
Lesotho,8,0,0
Lesotho,9,0,0
Lesotho,10,0,0
Lesotho,11,0,0
Lesotho,12,0,0
Lesotho,13,0,0
Lesotho,14,0,0
Lesotho,15,0,0
Lesotho,16,0,0
Lesotho,17,0,0
Lesotho,18,0,0
Lesotho,19,0,0
Lesotho,20,0,0
Lesotho,21,0,0
Lesotho,22,0,0
Lesotho,23,0,0
Lesotho,24,0,0
Liberia,1,76,153
Liberia,2,151,305
Liberia,3,226,457
Liberia,4,302,609
Liberia,5,377,761
Liberia,6,452,914
Liberia,7,527,1066
Liberia,8,603,1218
Liberia,9,678,1370
Liberia,10,753,1522
Liberia,11,829,1674
Liberia,12,904,1827
Liberia,13,979,1979
Liberia,14,1054,2131
Liberia,15,1130,2283
Liberia,16,1205,2435
Liberia,17,1280,2587
Liberia,18,1355,2740
Liberia,19,1431,2892
Liberia,20,1506,3044
Liberia,21,1581,3196
Liberia,22,1657,3348
Liberia,23,1732,3501
Liberia,24,1807,3653
Lithuania,1,102,206
Lithuania,2,204,412
Lithuania,3,306,618
Lithuania,4,408,824
Lithuania,5,510,1030
Lithuania,6,611,1235
Lithuania,7,713,1441
Lithuania,8,815,1647
Lithuania,9,917,1853
Lithuania,10,1019,2059
Lithuania,11,1120,2265
Lithuania,12,1222,2470
Lithuania,13,1324,2676
Lithuania,14,1426,2882
Lithuania,15,1528,3088
Lithuania,16,1630,3294
Lithuania,17,1731,3500
Lithuania,18,1833,3705
Lithuania,19,1935,3911
Lithuania,20,2037,4117
Lithuania,21,2139,4323
Lithuania,22,2240,4529
Lithuania,23,2342,4734
Lithuania,24,2444,4940
Lower-middle-income countries,1,189,382
Lower-middle-income countries,2,378,763
Lower-middle-income countries,3,566,1145
Lower-middle-income countries,4,755,1526
Lower-middle-income countries,5,944,1907
Lower-middle-income countries,6,1132,2289
Lower-middle-income countries,7,1321,2670
Lower-middle-income countries,8,1510,3052
Lower-middle-income countries,9,1698,3433
Lower-middle-income countries,10,1887,3814
Lower-middle-income countries,11,2076,4196
Lower-middle-income countries,12,2264,4577
Lower-middle-income countries,13,2453,4959
Lower-middle-income countries,14,2642,5340
Lower-middle-income countries,15,2830,5721
Lower-middle-income countries,16,3019,6103
Lower-middle-income countries,17,3208,6484
Lower-middle-income countries,18,3396,6865
Lower-middle-income countries,19,3585,7247
Lower-middle-income countries,20,3774,7628
Lower-middle-income countries,21,3962,8010
Lower-middle-income countries,22,4151,8391
Lower-middle-income countries,23,4340,8772
Lower-middle-income countries,24,4528,9154
Luxembourg,1,144,290
Luxembourg,2,287,580
Luxembourg,3,431,870
Luxembourg,4,574,1160
Luxembourg,5,718,1450
Luxembourg,6,861,1740
Luxembourg,7,1004,2030
Luxembourg,8,1148,2320
Luxembourg,9,1291,2610
Luxembourg,10,1435,2900
Luxembourg,11,1578,3190
Luxembourg,12,1721,3480
Luxembourg,13,1865,3770
Luxembourg,14,2008,4059
Luxembourg,15,2152,4349
Luxembourg,16,2295,4639
Luxembourg,17,2439,4929
Luxembourg,18,2582,5219
Luxembourg,19,2725,5509
Luxembourg,20,2869,5799
Luxembourg,21,3012,6089
Luxembourg,22,3156,6379
Luxembourg,23,3299,6669
Luxembourg,24,3442,6959
Macao,1,178,359
Macao,2,356,718
Macao,3,533,1077
Macao,4,711,1436
Macao,5,888,1795
Macao,6,1066,2154
Macao,7,1244,2513
Macao,8,1421,2872
Macao,9,1599,3231
Macao,10,1776,3590
Macao,11,1954,3949
Macao,12,2131,4308
Macao,13,2309,4667
Macao,14,2487,5026
Macao,15,2664,5385
Macao,16,2842,5744
Macao,17,3019,6103
Macao,18,3197,6462
Macao,19,3375,6821
Macao,20,3552,7180
Macao,21,3730,7539
Macao,22,3907,7898
Macao,23,4085,8257
Macao,24,4262,8616
Malawi,1,58,117
Malawi,2,116,234
Malawi,3,174,351
Malawi,4,231,467
Malawi,5,289,584
Malawi,6,347,701
Malawi,7,404,817
Malawi,8,462,934
Malawi,9,520,1051
Malawi,10,578,1167
Malawi,11,635,1284
Malawi,12,693,1401
Malawi,13,751,1517
Malawi,14,808,1634
Malawi,15,866,1751
Malawi,16,924,1867
Malawi,17,982,1984
Malawi,18,1039,2101
Malawi,19,1097,2217
Malawi,20,1155,2334
Malawi,21,1212,2451
Malawi,22,1270,2567
Malawi,23,1328,2684
Malawi,24,1386,2801
Malaysia,1,195,393
Malaysia,2,389,785
Malaysia,3,583,1178
Malaysia,4,777,1570
Malaysia,5,971,1963
Malaysia,6,1165,2355
Malaysia,7,1359,2748
Malaysia,8,1554,3140
Malaysia,9,1748,3533
Malaysia,10,1942,3925
Malaysia,11,2136,4318
Malaysia,12,2330,4710
Malaysia,13,2524,5102
Malaysia,14,2718,5495
Malaysia,15,2913,5887
Malaysia,16,3107,6280
Malaysia,17,3301,6672
Malaysia,18,3495,7065
Malaysia,19,3689,7457
Malaysia,20,3883,7850
Malaysia,21,4077,8242
Malaysia,22,4271,8635
Malaysia,23,4466,9027
Malaysia,24,4660,9420
Maldives,1,181,365
Maldives,2,361,729
Maldives,3,541,1094
Maldives,4,722,1458
Maldives,5,902,1823
Maldives,6,1082,2187
Maldives,7,1262,2552
Maldives,8,1443,2916
Maldives,9,1623,3280
Maldives,10,1803,3645
Maldives,11,1984,4009
Maldives,12,2164,4374
Maldives,13,2344,4738
Maldives,14,2524,5103
Maldives,15,2705,5467
Maldives,16,2885,5832
Maldives,17,3065,6196
Maldives,18,3245,6560
Maldives,19,3426,6925
Maldives,20,3606,7289
Maldives,21,3786,7654
Maldives,22,3967,8018
Maldives,23,4147,8383
Maldives,24,4327,8747
Mali,1,129,260
Mali,2,257,520
Mali,3,386,779
Mali,4,514,1039
Mali,5,643,1298
Mali,6,771,1558
Mali,7,899,1818
Mali,8,1028,2077
Mali,9,1156,2337
Mali,10,1285,2596
Mali,11,1413,2856
Mali,12,1541,3116
Mali,13,1670,3375
Mali,14,1798,3635
Mali,15,1927,3894
Mali,16,2055,4154
Mali,17,2183,4414
Mali,18,2312,4673
Mali,19,2440,4933
Mali,20,2569,5192
Mali,21,2697,5452
Mali,22,2826,5712
Mali,23,2954,5971
Mali,24,3082,6231
Malta,1,183,370
Malta,2,366,740
Malta,3,549,1109
Malta,4,732,1479
Malta,5,915,1848
Malta,6,1097,2218
Malta,7,1280,2587
Malta,8,1463,2957
Malta,9,1646,3327
Malta,10,1829,3696
Malta,11,2011,4066
Malta,12,2194,4435
Malta,13,2377,4805
Malta,14,2560,5174
Malta,15,2743,5544
Malta,16,2925,5914
Malta,17,3108,6283
Malta,18,3291,6653
Malta,19,3474,7022
Malta,20,3657,7392
Malta,21,3840,7761
Malta,22,4022,8131
Malta,23,4205,8501
Malta,24,4388,8870
Mauritania,1,147,296
Mauritania,2,293,592
Mauritania,3,439,887
Mauritania,4,585,1183
Mauritania,5,732,1479
Mauritania,6,878,1774
Mauritania,7,1024,2070
Mauritania,8,1170,2365
Mauritania,9,1317,2661
Mauritania,10,1463,2957
Mauritania,11,1609,3252
Mauritania,12,1755,3548
Mauritania,13,1901,3843
Mauritania,14,2048,4139
Mauritania,15,2194,4435
Mauritania,16,2340,4730
Mauritania,17,2486,5026
Mauritania,18,2633,5321
Mauritania,19,2779,5617
Mauritania,20,2925,5913
Mauritania,21,3071,6208
Mauritania,22,3217,6504
Mauritania,23,3364,6799
Mauritania,24,3510,7095
Mauritius,1,203,411
Mauritius,2,406,821
Mauritius,3,609,1231
Mauritius,4,812,1641
Mauritius,5,1015,2051
Mauritius,6,1217,2461
Mauritius,7,1420,2871
Mauritius,8,1623,3281
Mauritius,9,1826,3691
Mauritius,10,2029,4101
Mauritius,11,2231,4511
Mauritius,12,2434,4921
Mauritius,13,2637,5331
Mauritius,14,2840,5741
Mauritius,15,3043,6151
Mauritius,16,3246,6561
Mauritius,17,3448,6971
Mauritius,18,3651,7381
Mauritius,19,3854,7791
Mauritius,20,4057,8201
Mauritius,21,4260,8611
Mauritius,22,4462,9021
Mauritius,23,4665,9431
Mauritius,24,4868,9841
Mexico,1,168,339
Mexico,2,336,678
Mexico,3,503,1017
Mexico,4,671,1356
Mexico,5,838,1694
Mexico,6,1006,2033
Mexico,7,1173,2372
Mexico,8,1341,2711
Mexico,9,1509,3049
Mexico,10,1676,3388
Mexico,11,1844,3727
Mexico,12,2011,4066
Mexico,13,2179,4404
Mexico,14,2346,4743
Mexico,15,2514,5082
Mexico,16,2682,5421
Mexico,17,2849,5759
Mexico,18,3017,6098
Mexico,19,3184,6437
Mexico,20,3352,6776
Mexico,21,3519,7114
Mexico,22,3687,7453
Mexico,23,3855,7792
Mexico,24,4022,8131
Middle Africa (EI),1,3,5
Middle Africa (EI),2,5,9
Middle Africa (EI),3,7,14
Middle Africa (EI),4,9,18
Middle Africa (EI),5,11,22
Middle Africa (EI),6,13,27
Middle Africa (EI),7,16,31
Middle Africa (EI),8,18,35
Middle Africa (EI),9,20,40
Middle Africa (EI),10,22,44
Middle Africa (EI),11,24,48
Middle Africa (EI),12,26,53
Middle Africa (EI),13,28,57
Middle Africa (EI),14,31,61
Middle Africa (EI),15,33,66
Middle Africa (EI),16,35,70
Middle Africa (EI),17,37,74
Middle Africa (EI),18,39,79
Middle Africa (EI),19,41,83
Middle Africa (EI),20,44,88
Middle Africa (EI),21,46,92
Middle Africa (EI),22,48,96
Middle Africa (EI),23,50,101
Middle Africa (EI),24,52,105
Middle East (EI),1,183,370
Middle East (EI),2,366,739
Middle East (EI),3,549,1109
Middle East (EI),4,731,1478
Middle East (EI),5,914,1847
Middle East (EI),6,1097,2217
Middle East (EI),7,1279,2586
Middle East (EI),8,1462,2955
Middle East (EI),9,1645,3325
Middle East (EI),10,1827,3694
Middle East (EI),11,2010,4063
Middle East (EI),12,2193,4433
Middle East (EI),13,2376,4802
Middle East (EI),14,2558,5171
Middle East (EI),15,2741,5541
Middle East (EI),16,2924,5910
Middle East (EI),17,3106,6279
Middle East (EI),18,3289,6649
Middle East (EI),19,3472,7018
Middle East (EI),20,3654,7387
Middle East (EI),21,3837,7757
Middle East (EI),22,4020,8126
Middle East (EI),23,4203,8495
Middle East (EI),24,4385,8865
Middle East (Ember),1,180,362
Middle East (Ember),2,359,724
Middle East (Ember),3,538,1086
Middle East (Ember),4,717,1448
Middle East (Ember),5,896,1810
Middle East (Ember),6,1075,2172
Middle East (Ember),7,1254,2534
Middle East (Ember),8,1433,2896
Middle East (Ember),9,1612,3258
Middle East (Ember),10,1791,3620
Middle East (Ember),11,1970,3982
Middle East (Ember),12,2149,4344
Middle East (Ember),13,2328,4706
Middle East (Ember),14,2507,5068
Middle East (Ember),15,2686,5430
Middle East (Ember),16,2865,5792
Middle East (Ember),17,3044,6154
Middle East (Ember),18,3223,6516
Middle East (Ember),19,3402,6878
Middle East (Ember),20,3582,7240
Middle East (Ember),21,3761,7602
Middle East (Ember),22,3940,7964
Middle East (Ember),23,4119,8326
Middle East (Ember),24,4298,8688
Moldova,1,236,477
Moldova,2,472,953
Moldova,3,708,1430
Moldova,4,943,1906
Moldova,5,1179,2383
Moldova,6,1415,2859
Moldova,7,1650,3336
Moldova,8,1886,3812
Moldova,9,2122,4289
Moldova,10,2357,4765
Moldova,11,2593,5242
Moldova,12,2829,5718
Moldova,13,3064,6195
Moldova,14,3300,6671
Moldova,15,3536,7148
Moldova,16,3772,7624
Moldova,17,4007,8100
